id,province_id,name,is_pickup_available
776,laguna,Santa Rosa City,F
777,laguna,Siniloan,F
778,laguna,Victoria,F
779,lanao_del_norte,Bacolod,F
780,lanao_del_norte,Baloi,F
781,lanao_del_norte,Baroy,F
782,lanao_del_norte,Iligan City,F
783,lanao_del_norte,Kapatagan,F
784,lanao_del_norte,Kauswagan,F
785,lanao_del_norte,Kolambugan,F
786,lanao_del_norte,Lala,F
787,lanao_del_norte,Linamon,F
788,lanao_del_norte,Magsaysay,F
789,lanao_del_norte,Maigo,F
790,lanao_del_norte,Matungao,F
791,lanao_del_norte,Munai,F
792,lanao_del_norte,Nunungan,F
793,lanao_del_norte,Pantao Ragat,F
794,lanao_del_norte,Pantar,F
795,lanao_del_norte,Poona Piagapo,F
796,lanao_del_norte,Salvador,F
797,lanao_del_norte,Sapad,F
798,lanao_del_norte,Sultan Naga Dimaporo,F
799,lanao_del_norte,Tagoloan,F
800,lanao_del_norte,Tangcal,F
801,lanao_del_norte,Tubod,F
802,lanao_del_sur,Amai Manabilang,F
803,lanao_del_sur,Bacolod-Kalawi,F
804,lanao_del_sur,Balabagan,F
805,lanao_del_sur,Balindong,F
806,lanao_del_sur,Bayang,F
807,lanao_del_sur,Binidayan,F
808,lanao_del_sur,Buadiposo-Buntong,F
809,lanao_del_sur,Bubong,F
810,lanao_del_sur,Butig,F
811,lanao_del_sur,Calanogas,F
812,lanao_del_sur,Ditsaan-Ramain,F
813,lanao_del_sur,Ganassi,F
814,lanao_del_sur,Kapai,F
815,lanao_del_sur,Kapatagan,F
816,lanao_del_sur,Lumba-Bayabao,F
817,lanao_del_sur,Lumbaca-Unayan,F
818,lanao_del_sur,Lumbatan,F
819,lanao_del_sur,Lumbayanague,F
820,lanao_del_sur,Madalum,F
821,lanao_del_sur,Madamba,F
822,lanao_del_sur,Maguing,F
823,lanao_del_sur,Malabang,F
824,lanao_del_sur,Marantao,F
825,lanao_del_sur,Marawi City,F
826,lanao_del_sur,Marogong,F
827,lanao_del_sur,Masiu,F
828,lanao_del_sur,Mulondo,F
829,lanao_del_sur,Pagayawan,F
830,lanao_del_sur,Piagapo,F
831,lanao_del_sur,Picong,F
832,lanao_del_sur,Poona Bayabao,F
833,lanao_del_sur,Pualas,F
834,lanao_del_sur,Saguiaran,F
835,lanao_del_sur,Sultan Dumalondong,F
836,lanao_del_sur,Tagoloan Ii,F
837,lanao_del_sur,Tamparan,F
838,lanao_del_sur,Taraka,F
839,lanao_del_sur,Tubaran,F
840,lanao_del_sur,Tugaya,F
841,lanao_del_sur,Wao,F
842,la_union,Agoo,F
843,la_union,Aringay,F
844,la_union,Bacnotan,F
845,la_union,Bagulin,F
846,la_union,Balaoan,F
847,la_union,Bangar,F
848,la_union,Bauang,F
849,la_union,Burgos,F
850,la_union,Caba,F
851,la_union,Luna,F
852,la_union,Naguilian,F
853,la_union,Pugo,F
854,la_union,Rosario,F
855,la_union,San Fernando City,F
856,la_union,San Gabriel,F
857,la_union,San Juan,F
858,la_union,Santo Tomas,F
859,la_union,Santol,F
860,la_union,Sudipen,F
861,la_union,Tubao,F
862,leyte,Abuyog,F
863,leyte,Alangalang,F
864,leyte,Albuera,F
865,leyte,Babatngon,F
866,leyte,Barugo,F
867,leyte,Bato,F
868,leyte,Baybay City,F
869,leyte,Burauen,F
870,leyte,Calubian,F
871,leyte,Capoocan,F
872,leyte,Carigara,F
873,leyte,Dagami,F
874,leyte,Dulag,F
875,leyte,Hilongos,F
876,leyte,Hindang,F
877,leyte,Inopacan,F
878,leyte,Isabel,F
879,leyte,Jaro,F
880,leyte,Javier,F
881,leyte,Julita,F
882,leyte,Kananga,F
883,leyte,La Paz,F
884,leyte,Leyte,F
885,leyte,Macarthur,F
886,leyte,Mahaplag,F
887,leyte,Matag-Ob,F
888,leyte,Matalom,F
889,leyte,Mayorga,F
890,leyte,Merida,F
891,leyte,Ormoc City,F
892,leyte,Palo,F
893,leyte,Palompon,F
894,leyte,Pastrana,F
895,leyte,San Isidro,F
896,leyte,San Miguel,F
897,leyte,Santa Fe,F
898,leyte,Tabango,F
899,leyte,Tabontabon,F
900,leyte,Tacloban City,F
901,leyte,Tanauan,F
902,leyte,Tolosa,F
903,leyte,Tunga,F
904,leyte,Villaba,F
905,maguindanao,Ampatuan,F
906,maguindanao,Barira,F
